NAME OF THE POST ,RANK(OVER ALL),MARKS ,GENDER,DATE OF BIRTH,RELIGION,COMMUNAL CATEGORY,DISABILITY,EXSERVICEMEN,DW,PSTM,SSLC YOP,HSC YOP,DIPLOMA YOP,DIPLOMA MAJOR,UG DEG YOP,UG DEG,UG MAJOR,UGL DEGEE,UGL MAJOR,BED/BLISC YOP,PG DEGREE YOP,PG DEGREE,PG MAJOR,MPHIL YOP,MPHIL MAJOR,PHD YOP,PHD MAJOR,TWT,TWE,SHT,SHE,EXPERIENCE,PREFERNTIAL QUALIFICATION ,QUALIFICATION PASSED IN TAMIL,EXAM CENTER,EXAM VENUE DETAILS ,DISTRICT AND STATE OF PERMANENT ADDRESS,DISTRICT AND STATE OF CORRESPONDENCE ADDRESS,COMMUNAL RANK,DISABILITY RANK,EXSERVICEMEN RANK ,DW RANK,SELECTION STATUS ,SELECTION CATEGORY,DEPARTMENT ALLOTTED,REGNO,APPLICATION_NO
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,99,508.75,FEMALE,1992,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2008,2010,NULL,NULL,2014,B.TECH.,Information Technology,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"I.C.F. . HIGHER SECONDARY . SCHOOL,ICF COLONY,CHENNAI","Dindigul,Tamil Nadu","Dindigul,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G- 8/13,NULL,5006C4402AD2072EEC678B2FF6E6850F,AE499E53BBB093F0AE025C48DEC1B77F
THE POST OF DEPUTY REGISTRAR OF CO-OPERATIVE SOCIETIES IN THE TAMIL NADU CO-OPERATIVE SERVICE,100,508.25,FEMALE,1997,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2012,2014,NULL,NULL,2018,B.E.,ELECTRONICS AND COMMUNICATION Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"GOVT HIGHER SEC SCHOOL,NO.5 THROWPATHY AMMAN KOIL STREET,1ST CROSS STREET VELACHERY CHENNAI","Vellore,Tamil Nadu","Vellore,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_W- 1/1,NULL,D1CD13D0B4D922F9527BD0020391EE7A,D3522193F5D3BE672BE621187FAB0CD7
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,101,508,MALE,1991,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2007,2009,NULL,NULL,2013,B.E.,Mechanical Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"MOHAMED SATHAK MATRIC HIGHER SECONDARY SCHOOL,A-2A MMDA COLONY,ARUMBAKKAM CHENNAI","Salem,Tamil Nadu","Salem,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G- 9/13,NULL,4CC12B02C767C8F1314A13DCDF12CE7F,923AB84D24FE338E47B9ECAE583862CF
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,102,507.75,MALE,1995,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.E.,ELECTRONICS AND COMMUNICATION Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"ST.JOSEPHS HIGHER SECONDARY SCHOOL,41 AMBEDKAR STREET TEACHERS COLONY,ERUKKANCHERY CHENNAI",MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G- 10/13,NULL,42A764FB381F1C246B0ADCEA698DBF35,DFEAC6B81C4954E17859251E0627A405
THE POST OF DISTRICT EMPLOYMENT OFFICER IN THE TAMIL NADU GENERAL SERVICE,103,507.5,FEMALE,1996,HINDU,MBC/DC,NULL,NULL,NULL,NULL,2011,2013,NULL,NULL,NULL,NULL,NULL,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MASKED FOR PRIVACY PROTECTION,NULL,Chennai,"DONBOSCO MATRICULATION HIGHER SECONDARY SCHOOL,CHURCH ROAD SRINIVASA NAGAR,KOLATHUR CHENNAI","Chennai,Tamil Nadu","Thoothukudi,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_G- 1/1,NULL,B817241FF7678C774FA2B45888862CF4,3DF687E81231BF3BAD8A0853887E6A38
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,104,507.25,FEMALE,1995,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.E.,ELECTRONICS AND COMMUNICATION ENGINEERING,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"N.K.T NATIONAL GIRLS HR SEC SCHOOL,41 DR. BESANT ROAD,TRIPLICANE CHENNAI","Kancheepuram,Tamil Nadu","Kancheepuram,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G- 11/13,NULL,48183A1F93205B5C52A3C0348277082C,DC197112B38D98EDA9F387DAC958588D
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,105,506.75,MALE,1991,Hindu,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,2007,2009,NULL,NULL,2013,B.TECH.,Industrial biotechnology,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"MOHAMED SATHAK MATRIC HIGHER SECONDARY SCHOOL,A-2A MMDA COLONY,ARUMBAKKAM CHENNAI","Chennai,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SCA_G- 1/1,NULL,232D54C514582AB77B0369CB3480521F,BDD9D5D7A003605936EFB1BD9E66B685
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,106,506.5,MALE,1993,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2009,2011,NULL,NULL,2015,B.E.,CIVIL ENGINEERING,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"GOVT HIGHER SECONDARY SCHOOL,P BLOCK M M D A COLONY,ARUMBAKKAM CHENNAI","Chennai,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G- 12/13,NULL,07CC621DC1EAB1EE696CED66AF57E44B,6E876B4A84E348575EC2B18D4D0C6123
THE POST OF DISTRICT EMPLOYMENT OFFICER IN THE TAMIL NADU GENERAL SERVICE,107,506.25,FEMALE,1989,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2005,2007,NULL,NULL,2012,B.E.,ELECTRONICS AND COMMUNICATION Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,2016,M.E.,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"EVERWIN MATRIC HIGHER SECONDARY SCHOOL,12-3 S J AVENUE RED HILLS ROAD,KOLATHUR CHENNAI","Sivagangai,Tamil Nadu","Sivagangai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_W- 1/1,NULL,A00FDF3C16BFD850E97F6086C47D5D22,131B2FF86AC323F6F785791A0C3683D6
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,108,506.25,FEMALE,1997,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2013,2015,NULL,NULL,2018,B.Com.,NULL,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"DONBOSCO MATRICULATION HIGHER SECONDARY SCHOOL,CHURCH ROAD SRINIVASA NAGAR,KOLATHUR CHENNAI","Chennai,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_G- 4/10,NULL,1F6343E7D6C9D21C7B503C1A95A57748,54C7DAB6FDA2E0D03D5656F9982960A3
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,109,506,MALE,1995,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.E.,Aeronautical Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"MOHAMED SATHAK MATRIC HIGHER SECONDARY SCHOOL,A-2A MMDA COLONY,ARUMBAKKAM CHENNAI","Ariyalur,Tamil Nadu","Ariyalur,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G- 13/13,NULL,ECD605A213A184677BD8C7D575E45A37,A9E5E437332B702219C3499FE5011181
THE POST OF DISTRICT OFFICER (FIRE AND RESCUE SERVICES) IN THE TAMIL NADU FIRE AND RESCUE SERVICES,110,506,MALE,1996,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2011,2013,NULL,NULL,2017,B.E.,ELECTRICAL AND ELECTRONICS Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"WPA SOUNDARAPANDIAN HIGHER SECONDARY SCHOOL,NMK STREET,AYANAVARAM CHENNAI","Dharmapuri,Tamil Nadu","Dharmapuri,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G- 1/1,NULL,1D7E87A5C488BDE94307177A5D791ED1,03A3BE0A9B277B690FF76A8D1A8408AA
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,111,505.75,FEMALE,1991,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2006,2008,NULL,NULL,2012,B.TECH.,Information Technology Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"ST.JOSEPHS HIGHER SECONDARY SCHOOL,41 AMBEDKAR STREET TEACHERS COLONY,ERUKKANCHERY CHENNAI","Erode,Tamil Nadu","Thanjavur,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_W- 1/6,NULL,D090F325C6109FFF864C01FBE8B32F05,6CC6A565D8BD853E5F561D7B0BD6FF1C
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,113,505.5,FEMALE,1995,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.Sc.,AGRICULTURE,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"BETHEL MATRIC HIGHER SECONDARY SCHOOL,14A AND 15 VEERASAMY MAIN STREET,AYANAVARAM CHENNAI","Salem,Tamil Nadu","Salem,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_W- 2/6,NULL,063E3DF8FE65970DAEA8284341F546F4,ADC21CE1D54E69E999C2303574D19CC8
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,116,505.25,FEMALE,1994,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2009,2011,NULL,NULL,2017,B.D.S.,Dental surgery,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"DONBOSCO MATRICULATION HIGHER SECONDARY SCHOOL,CHURCH ROAD SRINIVASA NAGAR,KOLATHUR CHENNAI","Cuddalore,Tamil Nadu","Cuddalore,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_W- 3/6,NULL,7427AE020DE83A16B079A3D87B0BDADF,1271481741E9A9D808E7E685BBD4AD39
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,117,505,FEMALE,1988,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2003,2005,NULL,NULL,2010,B.E.,ELECTRICAL AND ELECTRONICS Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,2012,M.E.,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"SRM NIGHTINGALE MATRIC HR SEC SCHOOL,68 THAMBIAH ROAD,WEST MAMBALAM CHENNAI","Madurai,Tamil Nadu","Madurai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_W- 4/6,NULL,6694CD5B3A69813CC219AB90EB0D3721,E1054C00909CCC5D621F4B5CA6F2A978
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,118,505,MALE,1992,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2007,2009,NULL,NULL,2013,B.E.,MECHANICAL ENGINEERING,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"CHENNAI GIRLS HIGHER SECONDARY SCHOOL,2A SCHOOL ROAD M H ROAD,PERAMBUR CHENNAI","Kancheepuram,Tamil Nadu","Kancheepuram,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_G- 5/10,NULL,DC0BF8FB9F2D657CC1677003141840D5,70A316F5784A2B3F47FD4D4BE0C3DD09
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,121,504.5,FEMALE,1995,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.E.,CIVIL ENGINEERING,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"ANNA ADARSH MATRIC HR SEC SCHOOL,5042A 9TH MAIN ROAD SHANTHI COLONY ANNA NAGAR,ANNA NAGAR CHENNAI","Chennai,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_W- 5/6,NULL,2B05A8FB73D7947D7DFC532612BAF9F4,2FF55D719F538C46E36DFA1B392EB572
THE POST OF DEPUTY COLLECTOR IN THE TAMIL NADU CIVIL SERVICE,123,503.5,FEMALE,1983,Hindu,BC(OBCM),NULL,NULL,NULL,PSTM,1999,2001,NULL,NULL,2017,B.A.,HISTORY,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"SRM NIGHTINGALE MATRIC HR SEC SCHOOL,68 THAMBIAH ROAD,WEST MAMBALAM CHENNAI","Madurai,Tamil Nadu","Madurai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G_PSTM- 1/1,NULL,7BEDEA1EC1DC485EF32D8A3677572ADF,EE23BAEAB49F34415999F75B0B1FC266
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,124,503.5,FEMALE,1995,Hindu,BC(OBCM),NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.E.,Civil engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"CSI JESSIE MOSES MATRICULATION HR SEC SCHOOL,37-Z183 5TH AVENUE BLUE STAR,ANNANAGAR CHENNAI","Perambalur,Tamil Nadu","Perambalur,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_W- 6/6,NULL,C340344AF475504D62342A024A9C31AA,EBA7DDE970E5D2F648D061DDF708D28D
THE POST OF DEPUTY COLLECTOR IN THE TAMIL NADU CIVIL SERVICE,125,503.5,FEMALE,1997,Hindu,MBC/DC,NULL,NULL,NULL,PSTM,2013,2015,NULL,NULL,2018,B.A.,TAMIL,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"MUSLIM HR SEC SCHOOL,278 TRIPLICANE HIGH ROAD,TRIPLICANE CHENNAI","Madurai,Tamil Nadu","Madurai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_G_PSTM- 1/1,NULL,CBBB51561F996ED2924C0356DA035E6E,EBBC1E4D9431F277699177E8F470EB20
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,127,503.25,FEMALE,1990,Muslim,BCM,NULL,NULL,NULL,NULL,2005,2007,NULL,NULL,2011,B.A.,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,2013,M.A.,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"EVERWIN MATRIC HIGHER SECONDARY SCHOOL,12-3 S J AVENUE RED HILLS ROAD,KOLATHUR CHENNAI","Kancheepuram,Tamil Nadu","Kancheepuram,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BCM_G- 2/2,NULL,3546A011F8AC808B73026810015C758B,A69D0165EFAE0EA8ABC9011427631CA9
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,128,503.25,MALE,1993,Hindu,SC,NULL,NULL,NULL,NULL,2008,2010,NULL,NULL,2014,B.E.,ELECTRICAL AND ELECTRONICS Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"WPA SOUNDARAPANDIAN HIGHER SECONDARY SCHOOL,NMK STREET,AYANAVARAM CHENNAI","Chennai,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 1/9,NULL,D9B9D688A883A586724DB01170FEE6CF,6ACB50BC5EE37A2F7C1B1007F9311041
THE POST OF ASSISTANT COMMISSIONER (C.T.) IN THE TAMIL NADU COMMERCIAL TAXES SERVICE,130,502.75,MALE,1989,Hindu,SC,NULL,NULL,NULL,NULL,2005,2007,NULL,NULL,2011,B.E.,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"EVERWIN MATRIC HIGHER SECONDARY SCHOOL,12-3 S J AVENUE RED HILLS ROAD,KOLATHUR CHENNAI",MASKED FOR PRIVACY PROTECTION,"Thanjavur,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 2/2,NULL,EEDE0F643EF294D29827632B4C98A4D2,6CC2CA06B032143912AC30B6AF8CC2F1
THE POST OF ASSISTANT DIRECTOR OF RURAL DEVELOPMENT IN THE TAMIL NADU PANCHAYAT DEVELOPMENT SERVICE,131,502.75,MALE,1990,Hindu,BC(OBCM),NULL,NULL,NULL,PSTM,2005,2007,NULL,NULL,2018,B.A.,tamil,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"AVVAI HOME TVR GIRLS HR SEC SCHOOL,31 BESENT AVENUE ROAD ADYAR,CHENNAI","Tiruppur,Tamil Nadu","Tiruppur,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G_PSTM- 1/1,NULL,82CB1C1AB2312AB7253C3DDA65CD8B2E,2D83CCD958DD3DB0A271AA39A1A3F8D3
THE POST OF ASSISTANT COMMISSIONER (C.T.) IN THE TAMIL NADU COMMERCIAL TAXES SERVICE,132,502.5,MALE,1986,Hindu,MBC/DC,NULL,NULL,NULL,PSTM,2002,2004,NULL,NULL,2010,B.S.M.S,siddha medicine,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"GOVT HIGHER SECONDARY SCHOOL,P BLOCK M M D A COLONY,ARUMBAKKAM CHENNAI","Krishnagiri,Tamil Nadu","Krishnagiri,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,GT_G_PSTM- 1/1,NULL,55C150D255C71DACA399D84705A4AA26,C1AD5E3CB3038077B7E3B7724CC81A5D
THE POST OF DEPUTY REGISTRAR OF CO-OPERATIVE SOCIETIES IN THE TAMIL NADU CO-OPERATIVE SERVICE,134,502.5,FEMALE,1993,Hindu,SC,NULL,NULL,NULL,NULL,2009,2011,NULL,NULL,2015,B.E.,ELECTRONICS AND COMMUNICATION Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"DR. B.M.S. MATRIC HR SEC SCHOOL,40 1ST MAIN ROAD,SHENOY NAGAR CHENNAI","Perambalur,Tamil Nadu","Perambalur,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 1/1,NULL,9C1D30FC8E010902D12A0707CCE9A21D,15A3D836A1DB72C48FD0D2C3A5F032E7
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,136,502.25,MALE,1990,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2005,2007,NULL,NULL,2011,B.E.,CIVIL ENGINEERING,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"T.E.L.C MAGDALENE GIRLS HIGHER SECONDARY SCHOOL,25 MURUGAPPA STREET,PURASAIWAKKAM CHENNAI","Salem,Tamil Nadu","Salem,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_G- 6/10,NULL,0ED185B58576DDF7F560B2BC1E64C959,B1E9EE169B35A2BAD28CCE68A75EBF2C
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,137,502.25,MALE,1992,Hindu,SC,NULL,NULL,NULL,NULL,2008,2010,NULL,NULL,2014,B.E.,Computer Science and Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"WESLEY HR.SEC.SCHOOL,NO.10 WEST C0TT ROAD,ROYAPETTAI CHENNAI","Madurai,Tamil Nadu","Madurai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 2/9,NULL,BFA2F5F4F40BCD2E6D26A29591A27FD2,912668C715A1913966D4E42DED61B013
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,140,502.25,FEMALE,1996,Muslim,BCM,NULL,NULL,NULL,NULL,2012,2014,NULL,NULL,2017,B.A.,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"DONBOSCO MATRICULATION HIGHER SECONDARY SCHOOL,CHURCH ROAD SRINIVASA NAGAR,KOLATHUR CHENNAI","Thirunelveli,Tamil Nadu","Thirunelveli,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BCM_W- 1/1,NULL,780D9E7F3DC6AD63469BD122C1DA4381,1E639C2FB8F70B350AA3D7D6173F95AD
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,142,501.5,FEMALE,1996,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2011,2013,NULL,NULL,2017,B.E.,Bio Medical Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"MOHAMED SATHAK MATRIC HIGHER SECONDARY SCHOOL,A-2A MMDA COLONY,ARUMBAKKAM CHENNAI","Virudhunagar,Tamil Nadu","Virudhunagar,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_G- 7/10,NULL,5CBE47BA76023C298516392B063519F8,8B7D64C1C447F53C43A48107C64551EB
